1755 38 124 11 1 713 20 4 946 661 1627 48 4030 1916 803 10 111 3 922 2 20 68 1209 601 6 17 1261 209 61 4 133 5 9251 259 1982 88 5 4030 1916 752 9 8 1 89 99 167 4 89 172 9 3 97 118 125 1 546 182 8 1175 84 1 1374 182 15 4 73 37 935 3 189 3413 661 660 531 101 575 27 3 591 642 1 461 2 101 575 27 5057 767 370 1499 2105 1345 2 4871 2 10 1 163 356 90 26 338 13 654 2 4 98 1 357 1916 2 1 3029 96 1916 18 29 2405 28 26 1 357 1916 7 154 1 117 6 1 130 15 251 108 187 6 85 142 137 157 3 75 1084 179 3614 5 109 3 657 212 277 2 162 4 3193 337 12 20 3 4722 6 906 482 61 8195 24 16 1111 11 36 16 67 474 821 482 245 553 46 14 1 2234 39 16 79 337 16 102 121 16 24 4 307 1 658 153 2 152 161 10 53 177 570	5
1934 3 872 12 4 3193 5 17 2382 2 4 20 5 129 78 90 517 32 3 223 54 4 20 515 66 84 13 851 6 2 2876 6021 4 102 1 7979 2 20 515 66 84 44 2539 31 2302 11 5 1 34 699 1299 6 81 6 347 4 133 5 20 1 89 365 1 106 183 4 778 8 12 33 8 72 8505 9 362 1009 35 33 20 63 6234 6 2497 326 1 1570 12 212 1 229 5 3706 32 616 32 18 1852 1 235 40 11 829 17 8 47 44 188 960 27 1176 159 642 118 33 8 1 416 212 6 1 25 1 762 4 293 5 1226 82 23 3 700 6 212 5 9 9830 29 1027 6169 29 1038 1 433 235 7 577 14 4776 42 2625 541 17 762 7 3753 1319 8 1925 45 4 105 365 401 13 508 932 49 19 9 916 2 158 1115 1636 61 24 21 655 43 4029 7 2361 14 159 83 112 11 3 2647 762 146 94 7 3510 37 241 874 10 1 178 156 38 12 7 1236 11 1 12 7 4280 33 29 72 6 79 2497 1 113 7 1246 114 2 466 4 23 3 236 6932 12 4 7 1422 11 2 18 4645 326 1 658 183 148 4 7 33 10 44 6 13 2843 1 4690 671 5 635 39 6 85 11 13 6814 49 10 38 14 3323 9830 28 12 4 478 20 5 31 3151 11 1 1354 4 264 12 7 3 359 474 2 11 1 787 12 4 167 20 5 50 14 59 2786 2 107 22 457 5 2889 19 8198 407 4 7 11 59 235 27 1 54 6 13 1405 2 603 401 84 197 215 10 187 1 3472 2 1 872 4 7 11 59 42 607 406 190 2 12 13 224 8 3549 58 5317 4 273 813 5 3 223 3811 14 8790 2 70 2588 437 1 198 1535 1564 48 13 238 2647 11 108 5 3236 187 13 2843 2 4 24 1667 81	5
593 26 741 1526 78 22 4626 78 1526 1 741 8 41 26 272 52 3 99 74 1640 6 1 30 19 1 100 4 1198 103 6 2522 2 3048 2517 15 43 1 9569 24 22 8175 6 265 180 11 421 1 30 521 26 116 4 956 1 741 8 51 26	4
4 102 12 2568 501 3 180 8502 27 168 15 4 229 5 3633 124 77 18 29 5 38 1 79 157 4 110 11 33 5 493 56 2053 2 252 169 4 481 2 110 5 449 10 169 4 1028 116 22 144 169 123 1 6 1746 2 311 44 1720 33 52 4 91 206 2 245 299 29 22 11 1 65 6 13 4621 4 110 65 160 33 18 291 38 5 40 50 2 46 130 66 1581 6 1 898 4 7 1240 4 51 444 18 29 28 77 11 655 12 759 16 2568	4
4 20 859 112 515 17 25 316 2 4 355 130 2345 295	1
57 1021 172 17 25 248 216 32 4 20 63 3 472 43 10 55 3 445 425 214 34 643 2 34 338 874 4 23 13 106 180 153 43 1 79 611 2176 38 2 39 1 79 101 48 13 225 29 90 665 93 3 611 782 771 1087 555 284 9 7 1 842 184 3 75 76 45 88 40 305 76 95 301 10 3 1496 4 103 1211 6 12 6581 1 769 2307 88 425 2 1046 135 19 139 21 24 39 668 2 21 39 6065 16 81 1044 14 1 1428 70 141 1425 5 135 5 17 25 253 4 123 1 7731 6 1950 101 48 225 4 102 55 17 287 115 68 5 31 28 5569 1667 71 3 119 76 4130 10 3 611 782 769	2
21 29 748 52 21 252 12 21 105 548 6017 2 2792 5 53 1256 534 1 30 8 26 22 34 15 9 7 3 34 980 19 2086 993 1282 52 1 30 7 1444 9 431 35 1 240 7 3 166 340 33 199 59 2499 2929 5 1 1334 704 6675 28 4 174 5 1 1256 396 17 426 340 92 429 72 6359 28 4 6065 32 1068 81 1973 42 12 33 8 3 248 1256 764 28 17 396 132 3 90 200 639 10 1178 160 1 435 4 20 72 595 14 1256 3147 80 33 24 56 2291 42 33 4 40 796 305 454 3147 8205 1576 13 630 14 72 6359 17 70 257 31 1 188 54 21 108	2
110 5 8615 1459 1810 188 120 14 13 473 10 179 21 23 40 1262 48 53 5279 157 398 570 4 98 3 383 330 14 4319 383 2483 2 2980 4242 786 13 473 98 8524 319 11 3 4447 1412 1 8524 319 11 4447 1412 116 22 483 5 2799 38 5 38 9 375 35 690 14 275 2 261 1268 330 7 242 90 26 13 473 2 4 377 9 95 117 1 68 183 21 103 18 105 20 403 117 8 1 473 2 4 29 22 742 2653 14 1 427 6 30 13 473 8 1092 284 32 356 6 1 5811 10 1 99 18 220 327 427 1313 607 1 410 1122 1 30 8 90 26	3
34 2102 27 17 750 138 1606 798 7 230 2607 136 7 1798 2 58 7 1647 290 31 65 3486 8966	5
17 8 3 288 282 750 51 4 23 753 2724 61 401 84 282 736 35 163 7606 4072 250 504 66 684 6 39 1044 14 1 1391 19 169 2993 6 6192 36 9 74 6424 45 881 45 36 37 438 2 3175 59 3035 410 35 37 257 22 409 282 13 23 3 1290 1312 2 1023 233 5 9 2 10 1258 1495 279 152 18 436 9 1 3398 282 7 22 41 210 1 6947 794 528 7 818 2 294 1502 22 5 956 1 477 794 136 12 2611 17 25 248 216 19 490 196 1995 125 16 101 394 22 46 53 12 95 1044 1 6833 10 3 197 9 4400 11 60 1665	2
230 230 7 354 1 5332 203 100 1 131 7 42 6 17 713 2 1 769 7 41 2278 3 4 57 154 234 17 25 5 321 161 5 496	5
4 951 493 286 2 79 7160 716 48 7480 18 20 3 236 246 5 560 48 732 2092 2 1300 67 495 198 374 30 15 19 247 223 553 27 3 6031 1378 1664 286 2467 1 2658 123 22 5 956 16 105 151 197 1664 286 740 2 31 55 186 3 8 83 63 7649 111 368 79 299 27 1 208 251 35 5 50 2400 2 18 20 891 6 75 204 12 105 109 204 3 75 66 6958 10 400 6031 7813 45 7160	4
230 25 113 8 41 8335	4
407 23 3 781 5 617 3 555 43 40 691 5 1119 11 3822 2 20 63 433 10 771 1087 41 525 318 2 1 919 24 34 9 358 22 981 186 16 408 1 1952 20 34 30 4 70 31 393 43 3 181	5
4 152 129 219 359 204 55 17 4246 1 597 8 354 1 79 618 24 162 4314 2 1399 22 5 956 12 321 33 74 3346 2 18 959 47 574 32 574 2158 5 31 1667 50 5 17 4246 526 772 61 4 621	5
4 475 73 17 25 83 23 13 731 43 582 11 1 188 198 237 2 18 20 63 457 5 2866 280 1784 49 5 5435 47 322 8 267 556 2 34 11 1 1586 2 771 54 13 195 131 8 1 4260 556 231 3112 14 26 30 44 6 13 195 337 11 192 218 1 437 5 629	5
74 170 282 4 57 129 12 18 20 1 89 282 11 619 16 20 5 97 9 5 147 124 170 9 8 1 58 8 34 2 4 212 35 4 40 2490 176 3641 1 339 282 153 8 41 659 2 278 25 5 903 42 14 224 45 144 3 589 8 68 44 183 4 67 35 602 9 501 5 336 28 109 149 5 46 33 551 156 791 1075 36 16 133 5 31 572 125 295	5
6234 507 52 17 2822 7 49 2 393 2 4 946 11 546 4 57 50 5 17 435 892 32 21 453 9 118 130 45 315 168 148 9 7 122 19 462 4 110 14 3 259 1 2822 74 2299 71 2345 139 37 90 200 4 103 18 2333 3669 2857 12 74 5 1571 1 30 2857 4 23 13 1580 228 681 9 7 267 26 2 949 743 4 375 10 159 5 493 15 311 14 261 1 204 4 377 163 29 236 206 299 2 200 1984 193 4 480 3 126 9595 6 2799 15 22 802 13 1938 400 9 391 5 31 12 17 2822 57 20 2383 4712 2 8591 3 1243 2931 105 2378 209 141 13 1938 17 445 733 15 352 584 204 105 22 31 715 43 17 445 28 78 434 14 1 2822 1832 318 1236 7 313 36 16 105 22 155 276 435 318 33 199 219 342 283 2857 11 13 994 15 33 7 580 6 30 2857 2 1 7650 4138 29 69 336 2 2348 573 1 2118 7 41 1098 4 678 18 70 5350 66 2118 11 1 1354 380 150 18 2333 37 44 6 1 288 459 435 7029 11 1 1330 1122 33 350 95 5 1077 156 10 768 16 20 1225 4460 45 133 1578 3616	3
82 33 2 343 82 3925 8 141 13 195 25 5 723 3 205 629 188 581 120 4 2398 3 334 6 224 12 21 6096 5 50 281 42 1 4742 120 669 11 629 192 150 18 23 187 691 295 11 1283 237 28 93 184 1978 71 1 3710 2349 178 21 303 5 666 65 5 53 195 238 6633 68 1080 7 59 2252 235 64 501 3 1047 10 184 11 3 1192 238 934 2 10 1 3840 3849 53 79 482 4675 2 916 93 39 1044 59 1702 1816 294 3 2915 141 3 90 26 1702 1816 11 17 829	4
251 20 5 129 12 1804 1 11 1 3056 3920 2006 6509 1929 6509 8 13 195 80 6 37 269 64 2686 9 3 212 84 1 79 130 548 5 12 1 2315 3291 2 6509 8 44 6 247 250 4 105 702 59 658 612 561 782 27 32 223 32 390 317 6077 6 2214 24 354 2 24 66 1193 5 640 1481 84 5 957 693 2034 2214 36 16 46 85 14 774 526 155 12 1 774 24 3 75 4164 596 10 1 285 28 4 234 56 79 1953 1 289 8 354 380 11 1 11 39 17 8 44 6 13 2031 1102	5
1643 4 73 353 2 458 248 6 13 376 5 1284 21 39 307 9 145 211 30 34 770 514 2 1027 6 235 10 1 353 5 739 14 39 6 247 853 541 1 1759 868 7 438 125 2 1 1726 19 9 7 170 1 585 226 392 31 1 89 4 20 167 23 1 367 1957 7 26 15 3 75 76 1049 10 13 233 13 473 174 12 1 1183 96 202 94 516 7 1 89 96 202 167 158 342 451 7 170 13 9953 955 23 1 539 1052 592 2 1418 905 64 23 367 351 1608 3159 2 6 347 1052 592 12 7 41 227 15 34 1 68 8418 29 1 210 511 22 180 15 4 20 23 95 117 33 7 68 44 5511 2 203 178 2 12 7 1265 19 1 79 191 6 1 879 280 178 6 2821 2 1 7661 3831 62 7 69 256 296 1 7077 1207 24 1 211 145 30 2 6 347 580 6 235 10 353 5 739 2 1893	4
4 7 221 10 3 25 186 4 105 46 138 2207 2 59 823 729 12 7 615 206 1614 33 8 59 6115 3927 58 2 2300 727 1199 6 238 298 271 19 3688 2420 4 2665 110 11 10 130 138 2207 15 558 49 308 527 138 2207 150 39 2207 29 1 1070 637 48 52 4 848 1 540 3170 4 107 308 3 3058 9091 19 1 2207 64 8 3 26 183 1106 1 696 6 1 222 55 2427 215 5 46 1 527 138 2207 4336 11 1039 5 59 823 729 4 1002 14 4414 2 92 1632 239 389 58 48 13 2207 5 3843 1 89 2207	4
73 73 73 17 762 366 13 9228 4 870 3 181 6 54 27 17 762 2 11 1 2134 187 872 2 872 29 354 41 2570 2 525 5 790 5 4 1549 85 32 18 116 169 5 3236 187 417 2 13 986 29 81 924 365 6 4 20 150 515 872 10 3 405 1405 5784 8 41 210	5
111 459 1851 2 72 697 4 394 31 9831 4 452 326 1 537 2864 6 4937 9 8 82 301 5 1362 381 262 1712 50 11 2 1074 212 1686 2 2239 55 305 13 206 2113 14 39 7640 5933 32 616 32 4 2109 1 45 159 343 33 284 4 220 411 16 62 155 56 75 48 4871 5 1341 8810 1617 1041 82 3 394 150 1765 22 149 279 907 428 308 4545 284 828 14 1827 537 7692 82 306 221 2 272 4865 159 4 229 1686 125 2 884 55 186 45 61 4 392 46 10 3 1415 10 38 177	4
17 25 8 34 1 131 8 28 442 1006 1850 627 2 26 143 332 9 44 6 13 50 5 250 10 832 1 535 24 354 14 3 2352 578 6 227 927 5 560 48 1 1151 1942 1012 2 201 5 470 1058 201 2 13 195 210 986 6084 210 1189 6 1 99 8 280 2 1232 2113 14 450 6 1920 4773 2 33 8 3 353 739 178 2 1081 5 617 846 2 352 408 292 11 1 322 45 144 9 5 50	4
36 16 3904 807 1257 1225 285 131 118 7310 220 31 27 1 288 6 60 534 17 8 3 2458 131 182 11 1 395 2 13 328 74 63 122 10 237 7310 1113 3 34 100 203 534 2 231 18 474 59 239 140 258 3 280 203 136 2 954 131 10 7747 61 3 3216 67 1047 17 25 49 37 218 9	5
7480 4 73 16 61 2 121 116 16 3161 80 16 24 352 3 5204 16 1055 16 20 39 204 10 1 2566 87 10 13 2566 7263 13 2566 169 15 52 4 1251 111 835 19 3 962 873 5223 28 3119 362 46 590 111 19 1 590 11 1 712 19 207 397 2100 60 2 5759 1253 2675 38 42 2 4 207 7480 4176 760 3042 22 253 22 582 92 2550 1044 13 460 161 116 92 40 309 38 1044 13 460 135 43 1243 1253 290 609 16 61 13 460 8 1934 14 61 16 67 147 682 610 43 95 4 27 386 2 2461 4 7 11 59 1744 2261 692 172 38 13 943 10 4432 80 4 174 72 13 259 174 759 16 32 21 311 2 92 242 7108 7222 72 759 16 65 180 180 180 15 4 73 1 4432 2 1 114 1010 11 1 1975 2 1038 178 28 37 1712 1325 3 171 10 12	2
407 3 25 11 1072 12 362 97 76 335 404 1105 124 5 692 14 3826 554 371 2 1360 52 98 1 1396 213 48 47 140 100 1528 5746 720 2196 213 14 2473 9572 2 645 1317 4 1252 57 20 377 1 2473 1569 607 1 9572 45 2849 14 1 4570 799 9 7 76 3213 19 1 288 1181 15 9 8 1 1396 213 2 36 209 124 92 1700 9 118 209 1 119 9 220 31 324 348 2 1 645 1317 24 230 1 58 7 2505 2 114 1 30 128 42 979 379 2 57 20 63 77 36 16 105 915 1 7 40 76 70 154 135 65 2 97 79 100 482 2 4 489 234	4
37 35 3 983 2575 9004 1135 8625 11 3 4096 77 715 887 1743 5 2793 2976 586 1 435 10 3 561 120 1819 6189 793 4 102 124 5 532 2 4 444 35 4 7 19 59 6717 6 1 55 5 86 3 693 5 693 5232 8 323 261 258 19 1 292 1269 7 963 622 28 4 471 209 39 12 1431 1356 15 26 1603 308 265 111 2697 13 5188 393 149 16 503 19 3 1633 33 24 276 214 2 708 11 1 42 60 5223 2 5 1 1865 2 526 31 39 2557 5 2 48 1	3
17 25 8 28 336 9 8 163 154 22 3 1727 1261 413 9 3732 65 11 1 636 1 30 2 249 24 26 15 163 6 39 4 35 12 4 62 452 13 508 43 5 46 249 2 1 4104 19 1 612 4 469 12 33 29 66 250 12 1870 2843 292 1 318 62 31 3 2713 2 1 680 2 2164 49 6 30 62 31 7217 15 253 16 46 3174 17 8 3 26 25 5 254	4
5353 5353 192 2887 1696 192 63 3 236 361 6 2887 10 237 2 23 784 52 4 601 12 18 29 2256 1 192 182 2 1078 40 160 1 435 607 47 4899 803 410 4902 15 93 44 254 78 1565 4902 74 1 266 195 333 12 2887 23 824 814 539 1563 821 213 145 1752 816 226 1101 541 2 18 20 3 236 217 534 32 81 58 8 576 2 210 721 121 7 53 385 188 120 721 69 10 122 831 2 1534 2 3856 9470 6968 10 53 175 857 4902 467 116 3 825 509 934 17 138 99 37 91 3 34 770 514 178 3 236 115 59 230 217 6659 2 1596 1503 312 32 8974 16 141 133 1 238 410 2887 1 182 11 271 4341 3048 8 141 316 15 4 489 234 1141 42 4902 5 729 9 49 40 3 5 192 4902 2 2127 10 38 106 5 300	4
303 5 50 10 1398 171 10 3 485 179 17 54 4 252 1 30 2 58 5 31 3549 5 53 188 7221 360 2 4 808 1 1242 1329 2537 1580 2 4 147 279 9 8 47 1810 285 9 7 28 26 12 4 70 22 31 1909 177 54 21 69 23 1 794 2981 17 8 766 459 10 3 189 344 15 9 7 825 21 23 1 331 201 367 5 865 9 7 3 4874 446 3 367 1412 1318 1460 2079 14 1248 6402 2 3 367 1248 1060 329 1049 3980 39 26 270 7 239 48 497 5 865 17 54 4 107 3718 21 70 496 40 284 22 27 140	4
407 295 48 13 1068 202 45 564 275 786 2 98 1 289 9 7 26	4
21 23 179 43 366 53 1397 9 7 13 106 54 27 2 4 7 154 517 14 1 269 6 47 30 2 389 58 4 23 1 2045 3263 14 592 4824 1146 64 7 170 21 808 1 564 1604 10 520 64 7 194 34 519 1 2503 29 51 145 78 884 6 652 13 920 5 1 9773 182 111 612 17 445 152 161	4
17 25 8 60 1042 1299 11 1 773 724 1134 91 26 880 724 2 771 536 10 425 1803 1 2940 8 154 1560 15 66 274 9552 2992	3
134 30 170 2133 2 359 1101 165 285 4 20 614 43 74 63 261 620 6 230 106 5 497 18 20 286 3830 2306 6839 16 62 147 1 6839 19 1 115 52 16 452 11 708 24 22 1402 926 1 9133 8 82 2306 28 2681 19 1 54 6 445 16 70 46 227 204 1 4059 8 278 2 485 28 16 62 51 233 1 1168 15 141 46 1 2067 1 266 8 807 14 1 1287 1 127 7 145 2 1 1340 627 6 302 4059 156 9 7 278 32 296 32 718 50 1 544 24 542 1350 2 684 1 644 8 542 438 2 4721 14 886 16 560 19 1 100 4 73 1 9596 6 56 2 1 8604 6 626 407 826 74 82 63 26 97 1 1708 45 137 274 6 1249 2 16 952 349 31 434	5
93 3 223 398 6 184 9330 11 3 2811 235 4 51 51 481 5 31 292 6889 1805 1050 5 327 38 65 11 13 1115 162 314 8 41 1371 2 62 46 51 755 19 1205 4 260 5 306 3 75 166 6 9119 28 4 522 32 1 1233 7 26 519 33 29 68 3 126 626 156 19 17 3209 197 1535 1783 8 59 3227 14 219 3750 2 9689 5 428 9 730 35 3 15 117 80 16 689 11 3 1089 7923 177 5 56 7401 487 1 2934 8 577 8628 28 16 62 702 66 54 1666 1 537 1849 606 6466 19 186 16 24 247 12 133 5 144 47 54 2 1786 3 75 33 24 189 2168 600 1 3227 12 4154 1266 3722 32 81 32 130 710 1687 14 8712 5 414 16 1 2484 6 1 3282 16 62 147 11 1 1627 46 49 50 292 16 70 73 9 32 95 32 4 86	5
21 40 232 17 42 17 782 1943 140 27 854 2259 177 402 37 3 5401 972 381 186 16 449 71 1 4480 253 855 901 60 3965 1 1832 1126 1 1042 1161 2 367 15 69 401 957 1832 35 1702 1593 2 331 1540 29 69 670 18 474 3 233 6 137 6 1 1053 2 16 62 864 1531 1263 6 8504 11 60 3435 18 69 474 3 573 6 1042 972 381 725 10 60 23 3 1018 6 1 1702 1593 2 1797 8504 14 3 334 6 725 1 972 683 7 2019 1025 2 81 1255 31 2968 71 43 11 1 1354	5
28 4 107 59 2900 3336 43 27 17 679 10 3 126 2143 21 73 47 5746 132 640 1237 18 20 3 26 246 6 357 1940 2411 2 1157 989 2 36 78 1650 1498 47 193 152 31 921 69 47 2537 8 51 26 2 425 2 47 1642 197 9928 24 90 963 28 43 8 186 1 2648 430 11 1 200 360 2 4 293 5 50 2485 10 243 251 272 108 650 7672 204 35 974 1112 382 67 46 95 84 255 11 3 640 969 81 1 188 54 21 116 17 4 252 13 255 641 161 10 9 5 31 1 1312 783 2 5284 4 23 1063 255 15 4 23 747 6 9 12 29 783 2 5284 72 8479 2043 4 264 9 7 3 6529 6 1 1056 15 4 6246 6842 9 2 12 1433 7 783 2 5284 4 916 2062 295 13 285 2 112 20 4 150 98 255 48 47 461 184 174 83 69 1198 66 11 1650 1120 43 22 5 978 35 3 3368 15 16 2204 78 22 1650 13 177 596 6 289 43 78 287 14 47 2411 2 47 1642 2 1237 2 352 15 36 9 430 5 255 78 42 1 95 902 3726 1121 679 1 409 1121 679	2
21 2193 857 17 75 25 11 3 3742 798 557 71 4313 15 9 558 49 184 3 41 162 4313 399 9 8 807 12 1 439 70 22 31 1 6514 6 1551 4187 2217 616 15 17 8 3 241 8313 268 6 25 33 8 69 72 502 11 393 43 36 16 24 3453 10 54 80 9 8 22 379 30 71 137 4097 6 1 6103 163 2561 1 30 8 26 51 26 1 1302 394 20 1222 150 79 1986 1004 80 33 7 72 19 1 100 169 8 11 1504 4 23 1 2446 344 2 13 2525 23 1 995 4725 2 275 187 740 128 14 3 359 4199 330 12 4 20 23 27 164 168 15 17 44 7 28 95 117 1 2446 344 128 14 2446 6 347 3 5488 136 854 12 375 761 2 56 6 1 965 83 167 23 9 7 3 236 578 6 30 15 9 7 28 26 12 4 7 4289 5 108 59 454 191 6 965 5 50 14 1 1480 1 995 7 1028 41 211 69 78 22 95 6 3 995 361 28 4 104 97 9 1 4153 275 7 41 211 173 41 1976 14 164 227 499 15 1211 6 85 29 2080 27 7012 10 1 2446 2 4404 10 1 995 344 1 193 24 66 84 588 380 52 16 1203 12 263 841 62 889 419 49 184 130 740 4 1130 12 4 107 4817 5 30 2 1806 1191 3 2446 12 4 3522 15 17 7 154 44 6 1 117 6590 6 1 1313 11 1 2248 192 178 4 70 154 31 65 2 284 177 54 290 97 1 96	4
4 3768 5 192 432 10 225 48 1 551 3756 5 1 561 2 1 106 183 251 86 1176 1 896 7 5 587 1 1776 1095 140 913 2627 83 112 98 48 1 100 45 23 47 179 58 15 47 140 913 7 230 41 979 584 732 59 967 451 9 320 22 3478 31 1 163 659 420 30 32 4 103 18 6949 1 950 3 166 15 1 499 29 239 2 1 573 7 26 307 47 1694 285 152 2287 1 410 2 47 673 96 14 1 1025 143 2 6 347 1 1068 741 143 78 167 65 11 192 142 1 1776 1095 70 31 44 6 1 106 250 4 50	5
34 39 1925 246 36 16 24 221 10 56 869 45 821 12 8 335 5 155 97 43 18 70 257 20 9 4 69 73 12 18 20 1360 911 6004 442 1 806 432 20 217 6750 2 122 19 281 47 1245 10 6 2038	4
78 4448 12 4 538 311 3 300 10 17 25 404 83 614 43 10 3 26 148 2 83 112 63 434 14 1 30 81 33 7 17 44 54 15 9 7 80 9 7 1565 42 78 491 14 12 9 2565 38 9 7 51 1371 12 120 8934 193 24 26 1 2605 24 26 2 37 40 301 5 408 11 1 148 834 1 4871 2274 165 259 83 458 43 74 23 3 26 54 14 59 1718 26 185 78 3 2347 10 1 14 127 2 3 191 6 3106 102 61 273 27 1 594 300 1937 4 51 103 209 1 163 1950 356 6 17 25 51 50 151 306	5
